sample_id,score,y_member
TCGA-E2-A158-01A-11R-A12D-07,1.0098488663988483,1
TCGA-AO-A1KO-01A-31R-A13Q-07,1.0077081528166056,1
TCGA-AR-A0TX-01A-11R-A084-07,0.9806471768545576,0
TCGA-D8-A1XB-01A-11R-A14D-07,1.0089983821636817,1
TCGA-B6-A0IG-01A-11R-A034-07,0.9882150541465838,1
TCGA-AC-A5EH-01A-11R-A28M-07,0.994505235549877,1
TCGA-LL-A7SZ-01A-32R-A352-07,1.001540620192489,1
TCGA-A7-A26J-01A-11R-A169-07,1.0081611475776524,1
TCGA-E9-A22H-01A-11R-A157-07,1.0062916937040993,1
TCGA-BH-A208-01A-11R-A157-07,1.0106151974570619,1
TCGA-BH-A6R9-01A-21R-A32P-07,1.0162477307413869,1
TCGA-OL-A5S0-01A-11R-A28M-07,0.990369017377964,1
TCGA-A1-A0SD-01A-11R-A115-07,1.0026084702932332,1
TCGA-AO-A0JB-01A-11R-A32Y-07,0.9928662181417263,1
TCGA-E2-A1BD-01A-11R-A12P-07,1.0070866726523395,1
TCGA-AN-A0AS-01A-11R-A00Z-07,0.9932590523337169,1
TCGA-A7-A13G-01A-11R-A13Q-07,1.0323159741522636,1
TCGA-B6-A0RS-01A-11R-A084-07,0.9916748240152421,1
TCGA-A2-A4S0-01A-21R-A266-07,0.9734499316300199,0
TCGA-BH-A1F5-01A-12R-A13Q-07,1.0184725974941264,1
TCGA-A2-A0CX-01A-21R-A00Z-07,0.9925122376505842,1
TCGA-A7-A13D-01A-13R-A12P-07,0.9760540248302627,0
TCGA-AN-A03Y-01A-21R-A00Z-07,0.9993834340767559,1
TCGA-E9-A1ND-01A-11R-A144-07,0.9764262683512968,0
TCGA-EW-A1P5-01A-11R-A144-07,0.9977784360347367,1
TCGA-EW-A423-01A-11R-A24H-07,1.001107678954461,1
TCGA-A7-A5ZV-01A-11R-A28M-07,1.003191275809238,1
TCGA-C8-A8HP-01A-11R-A36F-07,1.0027825062251452,1
TCGA-AQ-A54O-01A-11R-A266-07,1.0104476073004056,1
TCGA-E9-A5FK-01A-11R-A27Q-07,1.0060714630495193,1
TCGA-D8-A142-01A-11R-A115-07,0.9952319967099912,1
