sample_id,score,y_member
TCGA-B0-5115-01A-01R-1420-07,0.3313051996357571,1
TCGA-EJ-A46E-01A-31R-A250-07,0.3221379449039101,1
TCGA-DD-AAE7-01A-11R-A41C-07,0.458585608625394,1
TCGA-Z6-A8JE-01A-11R-A37I-31,0.755703890765418,1
TCGA-A8-A08F-01A-11R-A00Z-07,0.8989917653012683,1
TCGA-59-2350-01A-01R-1569-13,0.6110411284242713,1
TCGA-CZ-4858-01A-01R-1305-07,0.8684057628089047,1
TCGA-CZ-5470-01A-01R-1503-07,0.7115619569234279,1
TCGA-AN-A0XN-01A-21R-A109-07,0.900834778038396,1
TCGA-37-A5EL-01A-11R-A26W-07,0.6607407411225452,1
TCGA-46-6025-01A-11R-1820-07,0.6848597794708148,1
TCGA-AN-A0XS-01A-22R-A109-07,0.9080452166047992,1
TCGA-M7-A725-01A-12R-A32O-07,0.8006369287126716,1
TCGA-XN-A8T3-01A-11R-A36G-07,0.7557474918685608,0
TCGA-3K-AAZ8-01A-12R-A39D-07,0.43744370332667304,1
TCGA-B9-5155-01A-01R-1592-07,0.2731276208899932,1
TCGA-OK-A5Q2-01A-11R-A27Q-07,0.904187854327108,1
TCGA-2Y-A9H8-01A-11R-A39D-07,0.6811913067345344,1
TCGA-30-1866-01A-02R-1568-13,0.7258829796859066,1
TCGA-SX-A7SO-01A-11R-A355-07,0.5228410319243766,1
TCGA-55-7283-01A-11R-2039-07,0.8185637974096247,1
TCGA-M7-A720-01A-12R-A32O-07,0.4936021479090107,1
TCGA-91-6828-01A-11R-1858-07,0.677434476600077,1
TCGA-D8-A1JF-01A-11R-A13Q-07,0.8585509985300404,1
TCGA-D8-A1JG-01B-11R-A13Q-07,0.895375712951014,1
TCGA-AL-3468-01A-02R-1351-07,0.5223653359691174,1
TCGA-21-1082-01A-01R-0692-07,0.7237939643617693,1
TCGA-A4-8311-01A-11R-2404-07,0.1993861783301596,1
TCGA-BD-A3EP-01A-11R-A22L-07,0.5594233257372789,1
TCGA-92-7340-01A-21R-2045-07,0.7239444860672922,1
TCGA-EJ-A65B-01A-12R-A30B-07,0.37056144031748783,1
TCGA-HC-8261-01B-05R-2302-07,0.5591303342247457,1
