tstr_accuracy,tstr_macro_f1,real_accuracy,real_macro_f1,utility_ratio,wasserstein_mean,wasserstein_p90,corr_mae,corr_frobenius,corr_real_mean_abs,corr_syn_mean_abs,discriminator_auc,sigma_1way,sigma_2way,ceiling_auc,dataset,epsilon,split,target,fingerprint,seed,composition,neighboring,fit_seconds,seconds,auc_mahalamia,auc_mamamia,auc_ratio_shipped,auc_ratio_1_way_only,auc_log,auc_log_1_way_only,auc_log_2_way_only,auc_log_inverse_variance,auc_log_class_centred,auc_log_1_way_only_class_centred,auc_log_2_way_only_class_centred,dp_bound_auc,binning,n_bins
0.1539351851851851,0.1248407158387834,0.9756944444444444,0.9724009416806574,0.1283839931530855,0.7624191268074622,1.237084076838177,0.1849641433417966,0.235171730504126,0.1795848229693949,0.0430749495501327,0.9999997492620154,1849.9357965583024,1298.303490586318,0.508300416084063,COMBINED,0.1,4,pgm@epsilon=0.1,0fcf4c9d060bf393,4423,zcdp,add_remove,1038.1,1255.8,0.4992675441414239,0.4982981861595623,0.4983038744873813,0.5231180334714594,0.5032199281530736,0.5314654872420845,0.500560467593931,0.5017948347306543,0.5124825334875205,0.5334955510584305,0.5084137060593407,0.5083007919534596,quantile,4
0.2511574074074074,0.2078754988952179,0.980324074074074,0.9793127417500166,0.2122667152515014,0.7447038960743911,1.1743652697869225,0.2009562918249238,0.2549943299417039,0.1794155185868864,0.1006040220811027,1.0,669.7983247229477,470.07118008879775,0.5229073403456201,COMBINED,0.3,5,pgm@epsilon=0.3,67a272722d3064b0,5423,zcdp,add_remove,1049.5,1261.2,0.5017898156178728,0.5043314943304102,0.5043318289379289,0.505917868576874,0.5244404023856177,0.5040407203966035,0.5244477637510306,0.5244507752186994,0.5463628831925305,0.5042063511183921,0.5469758841669076,0.5229152417331155,quantile,4
0.3271676300578034,0.2271372125065753,0.9734104046242774,0.9732831161743244,0.2333721902003002,0.7479824002019684,1.1769069780131065,0.2039840696765563,0.2582873859869379,0.1804477594976315,0.1025566666589933,0.9999989961774436,669.7983247229477,470.07118008879775,0.5229073426278125,COMBINED,0.3,1,pgm@epsilon=0.3,cd7c6afc2c679e5f,1423,zcdp,add_remove,1053.4,1266.1,0.501856798510282,0.5019484014616354,0.501956759395153,0.5060982826118208,0.5300059842803986,0.5054139350153953,0.5302781185957335,0.5301403798513624,0.555781182614161,0.5076682368437768,0.5569255508713982,0.5229152417331155,quantile,4
0.3676300578034682,0.275970190024652,0.9583815028901734,0.9579162099773968,0.2880942896155435,0.7429027191236286,1.1498297056180282,0.2022253854398477,0.2559853509127827,0.1800775084156104,0.098796556309887,0.9999994983063764,669.7983247229477,470.07118008879775,0.5229073426278125,COMBINED,0.3,3,pgm@epsilon=0.3,cfc6df28516a9753,3423,zcdp,add_remove,1061.0,1267.1,0.4969804457787421,0.503799850894466,0.5037945018170148,0.5102133947585727,0.5372372683598725,0.5119752471440941,0.537698626290047,0.5374355185429113,0.5501282107001608,0.515352186602567,0.5512926379978403,0.5229152417331155,quantile,4
0.176878612716763,0.1620050522499338,0.9653179190751444,0.958793770386492,0.1689675686822926,0.7512304029166759,1.209085949936057,0.1836532295270439,0.2335650731525082,0.1800538794950553,0.0384951295982848,1.0,1849.9357965583024,1298.303490586318,0.5083004161927139,COMBINED,0.1,2,pgm@epsilon=0.1,e40b6bd531c8f9e3,2423,zcdp,add_remove,1043.9,1267.5,0.5006565992571469,0.4998779741706423,0.4998652701116954,0.5013693638275324,0.5005663335751562,0.509277974839277,0.4999745918821063,0.5002721343153348,0.4998863321041599,0.5107723733522334,0.4984541166165748,0.5083007919534596,quantile,4
0.2546296296296296,0.1996630659037807,0.9756944444444444,0.9724009416806574,0.2053299799964111,0.740772300903812,1.1747973020693692,0.2019168460473349,0.2554132182744513,0.1795848229693949,0.0976728848231145,1.0,669.7983247229477,470.07118008879775,0.5229073403456201,COMBINED,0.3,4,pgm@epsilon=0.3,d9f3c73e5b6966ca,4423,zcdp,add_remove,1073.0,1273.4,0.5014100360840749,0.5024165355005192,0.5024088395275877,0.5280103300033193,0.5285493827160493,0.5343849378433073,0.5273427880033836,0.5280043070679815,0.5508061364342081,0.5374770459242127,0.5489286536464189,0.5229152417331155,quantile,4
0.1526011560693641,0.0994405895234011,0.9734104046242774,0.9732831161743244,0.1021702605037179,0.769755892053729,1.2296206881468623,0.1860702850562924,0.2364195474703913,0.1804477594976315,0.0449439274852446,0.9999982433105264,1849.9357965583024,1298.303490586318,0.5083004161927139,COMBINED,0.1,1,pgm@epsilon=0.1,82c7aa94b360f282,1423,zcdp,add_remove,1058.5,1275.7,0.5017424619797605,0.4988937439196034,0.498890735063537,0.5045293313318868,0.4986874701203877,0.5064219017976244,0.4981836538879435,0.498445758683057,0.510735264127415,0.5090519763169596,0.510184643467272,0.5083007919534596,quantile,4
0.1826589595375722,0.1318233591699949,0.9583815028901734,0.9579162099773968,0.1376147076299141,0.7643226527293974,1.2164037431738353,0.1851450970726678,0.235293810557236,0.1800775084156104,0.0431862713352552,0.9999997492620154,1849.9357965583024,1298.303490586318,0.5083004161927139,COMBINED,0.1,3,pgm@epsilon=0.1,8644d0c47098b0e6,3423,zcdp,add_remove,1056.0,1276.4,0.4972468966992849,0.5054828043875808,0.5054894907343949,0.5058221364883975,0.5093294597097457,0.5089108943991816,0.5091505999324679,0.5092428715185028,0.5093498530675288,0.5124957792435736,0.5079283357348462,0.5083007919534596,quantile,4
0.2971098265895954,0.2496897268235873,0.9653179190751444,0.958793770386492,0.260420681209617,0.739221529855592,1.1521506942233926,0.200135065900296,0.2531055968229803,0.1800538794950553,0.0974729636553013,1.0,669.7983247229477,470.07118008879775,0.5229073426278125,COMBINED,0.3,2,pgm@epsilon=0.3,5f4630d3fba55248,2423,zcdp,add_remove,1065.0,1276.9,0.5006736494415228,0.5019072804287286,0.5019163069969277,0.5064693748600047,0.5199226389673606,0.512911670015412,0.5195428544683184,0.5198049592634321,0.5281271208256301,0.5154889223949157,0.5283430898277263,0.5229152417331155,quantile,4
0.1504629629629629,0.138614517418378,0.980324074074074,0.9793127417500166,0.1415426467041325,0.7704986990979856,1.25268763539702,0.185427367953829,0.235733712332499,0.1794155185868864,0.0481359843153789,1.0,1849.9357965583024,1298.303490586318,0.508300416084063,COMBINED,0.1,5,pgm@epsilon=0.1,647e552f9cd77867,5423,zcdp,add_remove,1087.7,1281.6,0.5022321667576799,0.50299607572302,0.5029850336749007,0.5038118488537685,0.5049167228807299,0.5045449739273822,0.5041832631995974,0.5045871344747465,0.5056254216054736,0.504219400811624,0.5052921525167839,0.5083007919534596,quantile,4
0.7121387283236994,0.549179655626401,0.9583815028901734,0.9579162099773968,0.5733065688901533,0.6580352386526597,0.9676142935194736,0.1662918970794505,0.2122816891350119,0.1800775084156104,0.0633012843793293,1.0,220.2140271867516,154.54841227708488,0.5691657362245515,COMBINED,1.0,3,pgm@epsilon=1,0a25ed2c99cfa0e9,3423,zcdp,add_remove,1040.8,1208.9,0.4971823734525286,0.5107660213227599,0.5107780567470255,0.52511124409512,0.5341134071283143,0.5265892610583819,0.5326534433014506,0.533400308240588,0.5498634313663215,0.5307217577068505,0.5485913538849346,0.5693833535984438,quantile,4
0.7236994219653179,0.5975830663711744,0.9653179190751444,0.958793770386492,0.623265487144631,0.6567525167726994,0.9678543002609434,0.1652346162451809,0.2101650102998342,0.1800538794950553,0.0654424901898111,1.0,220.2140271867516,154.54841227708488,0.5691657362245515,COMBINED,1.0,2,pgm@epsilon=1,92ef5fc33797a2fe,2423,zcdp,add_remove,1042.5,1222.1,0.4995466656860025,0.5093605512224313,0.5093765984547852,0.5214919245646352,0.5171872544857029,0.5234533644025582,0.5157964943483653,0.516462454491052,0.5196093836191189,0.5270469414978085,0.5175219061437498,0.5693833535984438,quantile,4
