sample_id,score,y_member
TCGA-B0-5115-01A-01R-1420-07,0.35975997475857746,1
TCGA-EJ-A46E-01A-31R-A250-07,0.8080097175113169,1
TCGA-DD-AAE7-01A-11R-A41C-07,0.32283421141724583,1
TCGA-Z6-A8JE-01A-11R-A37I-31,0.6713976415912356,1
TCGA-A8-A08F-01A-11R-A00Z-07,0.6305637323774116,1
TCGA-59-2350-01A-01R-1569-13,0.6136981393155663,1
TCGA-CZ-4858-01A-01R-1305-07,0.9846712692874275,1
TCGA-CZ-5470-01A-01R-1503-07,0.5638091773786704,1
TCGA-AN-A0XN-01A-21R-A109-07,0.5947782096725032,1
TCGA-37-A5EL-01A-11R-A26W-07,0.6821031302043187,1
TCGA-46-6025-01A-11R-1820-07,0.6691222790519376,1
TCGA-AN-A0XS-01A-22R-A109-07,0.5478914669235203,1
TCGA-M7-A725-01A-12R-A32O-07,0.761751948547798,1
TCGA-XN-A8T3-01A-11R-A36G-07,0.23209123281881844,0
TCGA-3K-AAZ8-01A-12R-A39D-07,0.28883237015073465,1
TCGA-B9-5155-01A-01R-1592-07,0.36590740129740507,1
TCGA-OK-A5Q2-01A-11R-A27Q-07,0.5353495015017329,1
TCGA-2Y-A9H8-01A-11R-A39D-07,0.7101282293741592,1
TCGA-30-1866-01A-02R-1568-13,0.5717461121401819,1
TCGA-SX-A7SO-01A-11R-A355-07,0.6327377890016608,1
TCGA-55-7283-01A-11R-2039-07,0.559933018546529,1
TCGA-M7-A720-01A-12R-A32O-07,0.41207932736814307,1
TCGA-91-6828-01A-11R-1858-07,0.6314872914974315,1
TCGA-D8-A1JF-01A-11R-A13Q-07,0.7333336717331446,1
TCGA-D8-A1JG-01B-11R-A13Q-07,0.7111622400265293,1
TCGA-AL-3468-01A-02R-1351-07,0.49939182399391724,1
TCGA-21-1082-01A-01R-0692-07,0.6701576698427266,1
TCGA-A4-8311-01A-11R-2404-07,0.3891525962246904,1
TCGA-BD-A3EP-01A-11R-A22L-07,0.6644123962450814,1
TCGA-92-7340-01A-21R-2045-07,0.577043628053382,1
TCGA-EJ-A65B-01A-12R-A30B-07,0.7942698021329736,1
TCGA-HC-8261-01B-05R-2302-07,0.9874649016796857,1
TCGA-AZ-6601-01A-11R-1774-07,0.553656045863274,1
TCGA-B0-4703-01A-01R-1277-07,0.6007831524888504,1
