sample_id,score,y_member
TCGA-E2-A158-01A-11R-A12D-07,0.18317037461249444,1
TCGA-AO-A1KO-01A-31R-A13Q-07,0.3670806539034552,1
TCGA-AR-A0TX-01A-11R-A084-07,0.683757992681746,0
TCGA-D8-A1XB-01A-11R-A14D-07,0.9162286520906661,1
TCGA-B6-A0IG-01A-11R-A034-07,0.5395989627891925,1
TCGA-AC-A5EH-01A-11R-A28M-07,0.7701363832764802,1
TCGA-LL-A7SZ-01A-32R-A352-07,0.18584372837642701,1
TCGA-A7-A26J-01A-11R-A169-07,0.7558804784146991,1
TCGA-E9-A22H-01A-11R-A157-07,0.713497610460377,1
TCGA-BH-A208-01A-11R-A157-07,0.6338077796362158,1
TCGA-BH-A6R9-01A-21R-A32P-07,0.6030174014019956,1
TCGA-OL-A5S0-01A-11R-A28M-07,0.48503416777983643,1
TCGA-A1-A0SD-01A-11R-A115-07,0.8911556538447767,1
TCGA-AO-A0JB-01A-11R-A32Y-07,0.33643218740729736,1
TCGA-E2-A1BD-01A-11R-A12P-07,0.8391674874776474,1
TCGA-AN-A0AS-01A-11R-A00Z-07,0.5440451182995517,1
TCGA-A7-A13G-01A-11R-A13Q-07,0.167429476037449,1
TCGA-B6-A0RS-01A-11R-A084-07,0.6481698355966767,1
TCGA-A2-A4S0-01A-21R-A266-07,0.5287955768211233,0
TCGA-BH-A1F5-01A-12R-A13Q-07,0.35095034363830124,1
TCGA-A2-A0CX-01A-21R-A00Z-07,0.7370218004665863,1
TCGA-A7-A13D-01A-13R-A12P-07,0.7034051734590075,0
TCGA-AN-A03Y-01A-21R-A00Z-07,0.5280404875485031,1
TCGA-E9-A1ND-01A-11R-A144-07,0.7381183654127798,0
TCGA-EW-A1P5-01A-11R-A144-07,0.7595884993634219,1
TCGA-EW-A423-01A-11R-A24H-07,0.39548222480662276,1
TCGA-A7-A5ZV-01A-11R-A28M-07,0.19012049119452465,1
TCGA-C8-A8HP-01A-11R-A36F-07,0.41569243767603486,1
TCGA-AQ-A54O-01A-11R-A266-07,0.24369029256794492,1
