sample_id,score,y_member
TCGA-E2-A158-01A-11R-A12D-07,0.8017609797346131,1
TCGA-AO-A1KO-01A-31R-A13Q-07,0.8591394803328262,1
TCGA-AR-A0TX-01A-11R-A084-07,0.9366894078687632,0
TCGA-D8-A1XB-01A-11R-A14D-07,1.1585296259297584,1
TCGA-B6-A0IG-01A-11R-A034-07,0.9978407464927218,1
TCGA-AC-A5EH-01A-11R-A28M-07,0.9193756974700423,1
TCGA-LL-A7SZ-01A-32R-A352-07,0.6634887158660714,1
TCGA-A7-A26J-01A-11R-A169-07,1.1675726908087412,1
TCGA-E9-A22H-01A-11R-A157-07,0.986776304549132,1
TCGA-BH-A208-01A-11R-A157-07,0.9702624970422385,1
TCGA-BH-A6R9-01A-21R-A32P-07,0.9910533451423519,1
TCGA-OL-A5S0-01A-11R-A28M-07,0.9674693279966012,1
TCGA-A1-A0SD-01A-11R-A115-07,1.1714641482997246,1
TCGA-AO-A0JB-01A-11R-A32Y-07,0.9170641711915066,1
TCGA-E2-A1BD-01A-11R-A12P-07,1.0990445206675068,1
TCGA-AN-A0AS-01A-11R-A00Z-07,1.1658868519458168,1
TCGA-A7-A13G-01A-11R-A13Q-07,0.7220539555019573,1
TCGA-B6-A0RS-01A-11R-A084-07,1.0757956836984544,1
TCGA-A2-A4S0-01A-21R-A266-07,0.8883334706092978,0
TCGA-BH-A1F5-01A-12R-A13Q-07,0.861754316694317,1
TCGA-A2-A0CX-01A-21R-A00Z-07,1.0855086611857216,1
TCGA-A7-A13D-01A-13R-A12P-07,0.9272562847030987,0
TCGA-AN-A03Y-01A-21R-A00Z-07,0.8863470976094304,1
TCGA-E9-A1ND-01A-11R-A144-07,0.8920223341168366,0
TCGA-EW-A1P5-01A-11R-A144-07,1.122655663995878,1
TCGA-EW-A423-01A-11R-A24H-07,1.0312126738002831,1
TCGA-A7-A5ZV-01A-11R-A28M-07,0.7768126961650725,1
TCGA-C8-A8HP-01A-11R-A36F-07,0.9312569624694368,1
TCGA-AQ-A54O-01A-11R-A266-07,0.8391650974027663,1
TCGA-E9-A5FK-01A-11R-A27Q-07,0.9006177756496819,1
TCGA-D8-A142-01A-11R-A115-07,1.0465811921377586,1
TCGA-BH-A0BC-01A-22R-A084-07,1.0283697281851505,1
TCGA-A2-A0EY-01A-11R-A034-07,1.0745304316821187,1
TCGA-D8-A1J8-01A-11R-A13Q-07,0.8243932604804605,1
TCGA-A8-A06Y-01A-21R-A00Z-07,0.9873771045237735,0
TCGA-EW-A1J1-01A-11R-A13Q-07,0.9689386063867654,1
TCGA-BH-A0C0-01A-21R-A056-07,0.868726496552185,0
TCGA-AC-A2FK-01A-12R-A180-07,1.0048945731277046,0
TCGA-A2-A3XV-01A-21R-A239-07,0.6398313779374233,0
TCGA-BH-A0HB-01A-11R-A056-07,1.078850891756866,1
TCGA-AN-A0XL-01A-11R-A10J-07,1.2053044684820586,1
TCGA-E2-A10B-01A-11R-A10J-07,1.1526902012645812,1
TCGA-A2-A04X-01A-21R-A034-07,0.9792730641302796,1
TCGA-AR-A1AN-01A-11R-A12P-07,1.1918733528890744,1
TCGA-A2-A0EM-01A-11R-A034-07,1.0656209376942494,0
TCGA-B6-A0WS-01A-11R-A115-07,1.1358071938722005,1
TCGA-D8-A1XD-01A-11R-A14D-07,1.0416000403738088,1
TCGA-A8-A091-01A-11R-A00Z-07,0.9570254708600192,1
TCGA-E9-A2JS-01A-11R-A180-07,1.0447258832775252,0
TCGA-A2-A1G1-01A-21R-A13Q-07,0.7792097187762667,1
TCGA-E9-A22B-01A-11R-A157-07,1.0960804489117304,0
TCGA-D8-A27G-01A-11R-A16F-07,1.2791713518130798,1
TCGA-A7-A13E-01A-11R-A12P-07,0.8363300303242835,1
TCGA-BH-A0AY-01A-21R-A00Z-07,1.0571214668620106,0
TCGA-E2-A1L7-01A-11R-A144-07,1.0737762760979672,1
TCGA-AN-A046-01A-21R-A034-07,1.1848968754765987,0
TCGA-AN-A0AL-01A-11R-A00Z-07,0.9233434305077531,0
TCGA-D8-A27K-01A-11R-A16F-07,1.0273813760968493,1
TCGA-BH-A0DO-01B-11R-A12D-07,1.024634759581499,0
TCGA-A7-A4SB-01A-21R-A266-07,1.0193202181366916,0
TCGA-EW-A6SB-01A-12R-A32P-07,0.88367711451664,1
TCGA-D8-A1JM-01A-11R-A13Q-07,0.8713510017983237,1
TCGA-OL-A66J-01A-11R-A29R-07,0.9744232448358058,1
TCGA-D8-A13Y-01A-11R-A115-07,0.8044234430005859,1
TCGA-AR-A24N-01A-11R-A169-07,1.0697100661055015,1
