sample_id,score,y_member
TCGA-E2-A158-01A-11R-A12D-07,1.2398065747479565,1
TCGA-AO-A1KO-01A-31R-A13Q-07,0.569576881821792,1
TCGA-AR-A0TX-01A-11R-A084-07,0.8909186217348352,0
TCGA-D8-A1XB-01A-11R-A14D-07,0.8490666543405576,1
TCGA-B6-A0IG-01A-11R-A034-07,1.198255915777999,1
TCGA-AC-A5EH-01A-11R-A28M-07,0.9112353062276501,1
TCGA-LL-A7SZ-01A-32R-A352-07,1.4766871895348057,1
TCGA-A7-A26J-01A-11R-A169-07,1.0146680656457414,1
TCGA-E9-A22H-01A-11R-A157-07,1.0390955643912674,1
TCGA-BH-A208-01A-11R-A157-07,0.5421895843952869,1
TCGA-BH-A6R9-01A-21R-A32P-07,0.5326380865553824,1
TCGA-OL-A5S0-01A-11R-A28M-07,1.0267632476759743,1
TCGA-A1-A0SD-01A-11R-A115-07,0.7940894618510289,1
TCGA-AO-A0JB-01A-11R-A32Y-07,0.570131358547143,1
TCGA-E2-A1BD-01A-11R-A12P-07,0.9873293174530289,1
TCGA-AN-A0AS-01A-11R-A00Z-07,1.0383008036113652,1
TCGA-A7-A13G-01A-11R-A13Q-07,1.4556680927450616,1
TCGA-B6-A0RS-01A-11R-A084-07,0.9124648811424871,1
TCGA-A2-A4S0-01A-21R-A266-07,1.10822047970139,0
TCGA-BH-A1F5-01A-12R-A13Q-07,1.302711390159008,1
TCGA-A2-A0CX-01A-21R-A00Z-07,0.8208796533661569,1
TCGA-A7-A13D-01A-13R-A12P-07,1.0135932780407164,0
TCGA-AN-A03Y-01A-21R-A00Z-07,0.9925667306625678,1
TCGA-E9-A1ND-01A-11R-A144-07,0.9623277680140074,0
TCGA-EW-A1P5-01A-11R-A144-07,0.9371218709442849,1
TCGA-EW-A423-01A-11R-A24H-07,1.2444086228189313,1
TCGA-A7-A5ZV-01A-11R-A28M-07,1.1789705188787123,1
TCGA-C8-A8HP-01A-11R-A36F-07,0.983770979906365,1
TCGA-AQ-A54O-01A-11R-A266-07,1.370676296204606,1
TCGA-E9-A5FK-01A-11R-A27Q-07,1.2126438096876457,1
TCGA-D8-A142-01A-11R-A115-07,0.9414954870122425,1
TCGA-BH-A0BC-01A-22R-A084-07,0.9690284133325949,1
TCGA-A2-A0EY-01A-11R-A034-07,0.9785948388354881,1
TCGA-D8-A1J8-01A-11R-A13Q-07,1.2479042883883593,1
TCGA-A8-A06Y-01A-21R-A00Z-07,1.0532020115728913,0
TCGA-EW-A1J1-01A-11R-A13Q-07,1.1984391274698618,1
TCGA-BH-A0C0-01A-21R-A056-07,0.9796162502106448,0
TCGA-AC-A2FK-01A-12R-A180-07,0.5324931340342003,0
TCGA-A2-A3XV-01A-21R-A239-07,1.3547184358090265,0
TCGA-BH-A0HB-01A-11R-A056-07,1.177304229443649,1
TCGA-AN-A0XL-01A-11R-A10J-07,0.8558416442559326,1
TCGA-E2-A10B-01A-11R-A10J-07,0.8712165157935557,1
TCGA-A2-A04X-01A-21R-A034-07,0.988508081604745,1
TCGA-AR-A1AN-01A-11R-A12P-07,0.9386271226267728,1
TCGA-A2-A0EM-01A-11R-A034-07,0.8986127913201596,0
TCGA-B6-A0WS-01A-11R-A115-07,0.8126429382315707,1
TCGA-D8-A1XD-01A-11R-A14D-07,1.1087380381519416,1
TCGA-A8-A091-01A-11R-A00Z-07,1.1291770546273145,1
TCGA-E9-A2JS-01A-11R-A180-07,1.0372566927932343,0
TCGA-A2-A1G1-01A-21R-A13Q-07,1.153899878083003,1
TCGA-E9-A22B-01A-11R-A157-07,1.0649086981789446,0
TCGA-D8-A27G-01A-11R-A16F-07,0.8112761151272393,1
TCGA-A7-A13E-01A-11R-A12P-07,1.0449236698859878,1
TCGA-BH-A0AY-01A-21R-A00Z-07,0.9333997331570572,0
TCGA-E2-A1L7-01A-11R-A144-07,1.0172713104603281,1
TCGA-AN-A046-01A-21R-A034-07,0.9148750502532503,0
TCGA-AN-A0AL-01A-11R-A00Z-07,1.0757178028999956,0
TCGA-D8-A27K-01A-11R-A16F-07,1.0189161236011863,1
TCGA-BH-A0DO-01B-11R-A12D-07,0.8880017364103853,0
TCGA-A7-A4SB-01A-21R-A266-07,1.0754042866561606,0
TCGA-EW-A6SB-01A-12R-A32P-07,0.9821893287838013,1
TCGA-D8-A1JM-01A-11R-A13Q-07,1.2284606557627726,1
TCGA-OL-A66J-01A-11R-A29R-07,0.9913467122843792,1
TCGA-D8-A13Y-01A-11R-A115-07,1.196165466984835,1
TCGA-AR-A24N-01A-11R-A169-07,1.0212700848059502,1
TCGA-BH-A0B1-01A-12R-A056-07,1.048266306346763,1
TCGA-B6-A0RN-01A-12R-A084-07,0.8517812745729595,1
TCGA-A2-A0T1-01A-21R-A084-07,0.8655021305898463,1
TCGA-AN-A0AM-01A-11R-A034-07,1.0142415134800895,1
TCGA-E2-A1LA-01A-11R-A144-07,0.9809254013279011,0
TCGA-JL-A3YW-01A-12R-A239-07,0.999511992911348,0
TCGA-BH-A0H3-01A-11R-A12P-07,0.9288137410362695,1
TCGA-E2-A1IF-01A-11R-A144-07,0.9864987195508138,1
TCGA-C8-A26X-01A-31R-A16F-07,0.9099293853497089,1
TCGA-A8-A09B-01A-11R-A00Z-07,0.8343260879748338,0
TCGA-A7-A26G-01A-21R-A169-07,1.195637273445457,1
TCGA-AC-A2FE-01A-11R-A19W-07,0.7641995393235067,1
TCGA-A8-A08G-01A-11R-A00Z-07,0.8801929124605634,0
TCGA-AN-A0FJ-01A-11R-A00Z-07,1.08076975757237,1
TCGA-B6-A0RV-01A-11R-A084-07,0.8116496150307823,1
TCGA-B6-A0WV-01A-11R-A109-07,0.8941707465312853,1
TCGA-A8-A07P-01A-11R-A00Z-07,1.0916507986056316,1
TCGA-A8-A08H-01A-21R-A00Z-07,0.47208374693125027,1
TCGA-AR-A0TW-01A-11R-A084-07,1.3110983177923303,1
TCGA-E2-A15F-01A-11R-A115-07,1.0232831467302628,1
TCGA-B6-A0WX-01A-11R-A109-07,1.0009037254297832,1
TCGA-D8-A1Y1-01A-21R-A14M-07,0.7613216056907929,1
TCGA-E2-A14Z-01A-11R-A115-07,0.9334281158748127,0
TCGA-A2-A25A-01A-12R-A16F-07,0.4020252198419454,0
TCGA-A2-A0CT-01A-31R-A056-07,1.2032266385137023,1
TCGA-HN-A2OB-01A-21R-A27Q-07,0.8727343679296773,0
TCGA-B6-A0RT-01A-21R-A084-07,0.8751797475060702,1
TCGA-AR-A24T-01A-11R-A169-07,1.075694418876589,1
TCGA-E9-A1R0-01A-22R-A16F-07,0.8462754765019346,1
TCGA-E9-A5FL-01A-11R-A27Q-07,1.2126596742639326,1
TCGA-E2-A3DX-01A-21R-A213-07,0.9833827977748528,1
TCGA-E2-A14T-01A-11R-A115-07,1.1484740193598395,1
TCGA-A2-A4RY-01A-31R-A266-07,0.49444790128280236,1
TCGA-AR-A2LK-01A-11R-A180-07,0.9490543311802992,1
TCGA-BH-A42U-01A-12R-A24H-07,0.5459017497891462,1
TCGA-AO-A12C-01A-11R-A10J-07,0.9896828584349175,0
TCGA-A2-A3XY-01A-11R-A239-07,0.9667443929710687,1
TCGA-D8-A73X-01A-11R-A32P-07,0.7734038472514636,1
TCGA-AR-A2LO-01A-31R-A18M-07,0.8509137465881573,1
TCGA-AO-A0JJ-01A-11R-A056-07,0.7897338896503737,0
TCGA-LD-A74U-01A-13R-A33J-07,0.88827807894761,1
TCGA-AN-A0XN-01A-21R-A109-07,1.0880727316888523,1
TCGA-E2-A107-01A-11R-A10J-07,1.1471168324965353,1
TCGA-A7-A6VV-01A-22R-A33J-07,0.9868772058282054,1
TCGA-AC-A5XS-01A-11R-A29R-07,1.073769743954109,1
TCGA-BH-A0H6-01A-21R-A056-07,0.895868492584331,1
TCGA-AC-A23C-01A-12R-A169-07,1.0378176117018019,1
TCGA-E9-A1NH-01A-11R-A14D-07,0.8346141366898513,1
TCGA-D8-A1XW-01A-11R-A14M-07,0.5739776651994748,1
TCGA-AO-A0JG-01A-31R-A084-07,1.045445865804948,0
TCGA-BH-A18N-01A-11R-A12D-07,1.036867054322756,1
TCGA-A1-A0SO-01A-22R-A084-07,1.1739185045555098,0
TCGA-BH-A0B5-01A-11R-A12P-07,0.852778587687846,0
TCGA-A8-A09T-01A-11R-A00Z-07,0.8747655543769953,1
TCGA-BH-A0BR-01A-21R-A115-07,1.0504507063839514,1
TCGA-D8-A27W-01A-11R-A16F-07,1.0503715028629148,1
TCGA-BH-A0BW-01A-11R-A115-07,1.231748628262324,1
TCGA-GM-A2DB-01A-31R-A18M-07,1.0344125167205238,0
TCGA-AC-A2QH-01A-11R-A18M-07,1.4093257367413132,1
TCGA-D8-A1JB-01A-11R-A13Q-07,0.9501438414634478,1
TCGA-BH-A1ES-01A-11R-A137-07,1.075656968220241,1
TCGA-OL-A97C-01A-32R-A41B-07,0.4855573200984794,1
TCGA-A2-A0YF-01A-21R-A109-07,1.1819257400074459,1
TCGA-D8-A1XS-01A-11R-A14M-07,0.9594111923794044,1
TCGA-D8-A140-01A-11R-A115-07,1.0565456469196803,1
TCGA-A8-A09Q-01A-11R-A00Z-07,0.9629811487802846,1
TCGA-B6-A0I1-01A-11R-A21T-07,1.1848205221989145,1
TCGA-AO-A0JE-01A-11R-A056-07,0.8916750672849503,1
TCGA-A2-A1FW-01A-11R-A13Q-07,1.1870714226527335,1
TCGA-D8-A1XY-01A-11R-A14M-07,1.0340787953018915,1
TCGA-A2-A04R-01A-41R-A109-07,0.9895334239374727,0
TCGA-A2-A1FX-01A-11R-A13Q-07,0.8628062364596372,1
TCGA-A8-A07W-01A-11R-A00Z-07,0.9125447962462472,1
TCGA-D8-A1XK-01A-21R-A14M-07,1.039968103834301,1
TCGA-D8-A3Z5-01A-41R-A24H-07,1.1458268461563688,1
TCGA-LL-A5YM-01A-11R-A28M-07,1.4134026704772067,1
TCGA-B6-A0IJ-01A-11R-A034-07,0.9747488577184603,0
TCGA-A8-A06N-01A-11R-A00Z-07,1.255458375797499,1
TCGA-GM-A2DM-01A-11R-A180-07,0.9282765453834169,1
TCGA-E2-A15D-01A-11R-A115-07,0.8793989670399165,1
TCGA-B6-A1KI-01A-11R-A14M-07,0.874607228616562,1
TCGA-D8-A1JS-01A-11R-A13Q-07,1.2552085200465923,1
TCGA-PE-A5DD-01A-12R-A27Q-07,1.0850246563098411,1
TCGA-BH-A0BG-01A-11R-A115-07,0.9873158879320033,1
TCGA-LL-A6FQ-01A-11R-A31O-07,1.3931832527393968,0
TCGA-E2-A1IN-01A-11R-A13Q-07,0.7917015688371521,1
TCGA-A8-A06T-01A-11R-A00Z-07,1.1013650169874578,1
TCGA-B6-A402-01A-11R-A239-07,1.0676360940058662,1
TCGA-E2-A9RU-01A-11R-A41B-07,1.203115915242835,1
TCGA-A2-A3XW-01A-11R-A239-07,0.6221416714703606,1
TCGA-B6-A0RU-01A-11R-A084-07,0.9486619442667935,0
TCGA-A8-A086-01A-11R-A00Z-07,0.8543124065881071,1
TCGA-B6-A40C-01A-11R-A239-07,1.0235780045837213,1
TCGA-D8-A1JF-01A-11R-A13Q-07,1.2164724610072464,1
TCGA-A2-A0T6-01A-11R-A084-07,0.9129259920634223,1
TCGA-BH-A1FG-01A-11R-A13Q-07,1.1241276691255657,0
TCGA-GM-A3NY-01A-11R-A21T-07,1.1590706543414493,1
TCGA-AN-A0AK-01A-21R-A00Z-07,1.1562693281426655,1
TCGA-BH-A1FC-01A-11R-A13Q-07,1.0240057935575255,1
TCGA-E9-A227-01A-11R-A157-07,0.7780427777274345,1
TCGA-BH-A18P-01A-11R-A12D-07,0.9992252388509503,1
TCGA-E2-A15R-01A-11R-A115-07,1.2519052098886942,1
TCGA-BH-A0WA-01A-11R-A109-07,0.971947573873784,0
TCGA-BH-A42T-01A-11R-A24H-07,1.1287855718596613,1
TCGA-AC-A23H-01A-11R-A157-07,1.0079267211512806,1
TCGA-OL-A66I-01A-21R-A29R-07,0.9272138119552082,1
TCGA-S3-AA17-01A-11R-A41B-07,1.0021126452360138,1
TCGA-AR-A1AL-01A-21R-A12P-07,0.9848958090942734,0
